null,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0
RMS,1.3739390824394027,1.3739390824394027,1.3739390824394027,1.3782618395226665,1.1560903606939235,0.9239619165308695,0.8372629604051575,0.7881090643180131,0.7086523490527277,0.6219869022407535,0.5297421562125393,0.4614696867381107,0.45301913811198385,0.4394599675080091,0.43056883972097737,0.44648110386331846,0.4403146246097961,0.7582879102404408,2.665131883190906,5.112949558818839
Cost,0.006034462919729115,0.006034462919729115,0.006034462919729115,0.007248419091208277,0.037278964865860534,0.05799398241487558,0.06345824758981992,0.07201620676878398,0.08544723463116408,0.09669693253958876,0.10425893979098161,0.11082252014564394,0.11848909240945499,0.11991659922827701,0.12338333669706883,0.12611209860523118,0.13220590702417123,0.20263460912242875,0.7100747620051575,1.6120073123331495
Number,4.0,4.0,4.0,5.0,29.0,37.0,42.0,55.0,71.0,82.0,86.0,93.0,101.0,108.0,113.0,120.0,143.0,289.0,1069.0,2403.0
Time,64.0,14.0,52.0,45.0,44.0,77.0,44.0,89.0,31.0,43.0,32.0,25.0,28.0,53.0,32.0,30.0,26.0,26.0,28.0,23.0
