1,3.1169,0.0,3.1169,0.0
2,0.0,1.4466,3.2283,1.4466
3,2.3377,3.0378,3.7849,3.0378
4,5.3433,4.0503,5.3433,4.0503
5,6.3452,2.3145,6.3452,2.3145
6,4.7867,3.4717,4.7867,3.4717
7,5.0094,4.7736,5.0094,4.7736
8,4.5641,6.6541,4.5641,6.6541
9,4.3415,8.39,4.3415,8.39
10,4.2301,9.8366,4.2301,9.8366
11,4.1188,11.7171,4.1188,11.7171
12,4.1188,13.1636,4.1188,13.1636
13,4.1188,14.6102,4.1188,14.6102
14,4.2301,15.9121,4.2301,15.9121
15,4.4528,17.3586,4.4528,17.3586
16,4.7867,18.8052,4.7867,18.8052
17,4.8981,20.3964,4.8981,20.3964
18,4.8981,21.8429,4.8981,21.8429
19,4.8981,23.2895,4.8981,23.2895
20,4.8981,24.5914,4.8981,24.5914
21,4.6754,26.3273,4.6754,26.3273
22,4.2301,27.7738,4.2301,27.7738
23,4.2301,29.365,4.2301,29.365
24,4.1188,30.9562,4.1188,30.9562
25,4.2301,32.5475,4.2301,32.5475
26,4.4528,33.994,4.4528,33.994
27,4.5641,35.2959,4.5641,35.2959
28,4.6754,36.7425,4.6754,36.7425
29,4.8981,38.3337,4.8981,38.3337
30,5.1207,39.9249,5.1207,39.9249
31,5.232,41.6608,5.232,41.6608
32,5.1207,43.3966,5.1207,43.3966
33,4.8981,45.1325,4.8981,45.1325
34,4.7867,46.7237,4.7867,46.7237
35,4.7867,48.4596,4.7867,48.4596
36,4.6754,50.0508,4.6754,50.0508
37,4.6754,51.642,4.6754,51.642
38,4.5641,52.9439,4.5641,52.9439
39,4.2301,54.5351,4.2301,54.5351
40,4.1188,56.271,4.1188,56.271
41,4.0075,57.8622,4.0075,57.8622
42,4.1188,59.7427,4.1188,59.7427
43,4.0075,61.4786,4.0075,61.4786
44,4.0075,63.0698,4.0075,63.0698
45,3.8962,64.9504,3.8962,64.9504
46,3.6735,66.8309,3.6735,66.8309
47,3.4509,68.7114,3.4509,68.7114
48,3.2283,70.4473,3.2283,70.4473
49,3.3396,72.1832,3.3396,72.1832
50,3.3396,73.919,3.3396,73.919
51,3.1169,75.7996,3.1169,75.7996
52,3.2283,77.6801,3.2283,77.6801
53,3.1169,79.7053,3.1169,79.7053
54,3.3396,81.5858,3.3396,81.5858
55,3.7849,83.611,3.7849,83.611
56,4.1188,85.7808,4.1188,85.7808
57,4.4528,87.9507,4.4528,87.9507
58,4.6754,90.1205,4.6754,90.1205
59,4.7867,92.2904,4.7867,92.2904
60,4.8981,94.4602,4.8981,94.4602
61,4.8981,96.6301,4.8981,96.6301
62,4.8981,98.7999,4.8981,98.7999
63,4.7867,100.9698,4.7867,100.9698
64,4.7867,103.1396,4.7867,103.1396
65,4.7867,105.3095,4.7867,105.3095
66,4.7867,107.4793,4.7867,107.4793
67,4.6754,109.6492,4.6754,109.6492
68,4.6754,111.819,4.6754,111.819
69,4.6754,113.9889,4.6754,113.9889
70,4.5641,116.1587,4.5641,116.1587
71,4.4528,118.3286,4.4528,118.3286
72,4.4528,120.3538,4.4528,120.3538
73,4.6754,122.379,4.6754,122.379
74,4.6754,124.1149,4.6754,124.1149
75,4.6754,125.9954,4.6754,125.9954
76,4.5641,127.7313,4.5641,127.7313
77,4.3415,129.4672,4.3415,129.4672
78,4.1188,131.0584,4.1188,131.0584
79,3.8962,132.7943,3.8962,132.7943
80,3.6735,134.3855,3.6735,134.3855
81,3.5622,135.9767,3.5622,135.9767
82,3.4509,137.7126,3.4509,137.7126
83,3.4509,139.3038,3.4509,139.3038
84,3.5622,140.8951,3.5622,140.8951
85,3.6735,142.631,3.6735,142.631
86,3.7849,144.3669,3.7849,144.3669
87,3.8962,146.1027,3.8962,146.1027
88,3.8962,147.9833,3.8962,147.9833
89,3.7849,149.7192,3.7849,149.7192
90,3.6735,151.5997,3.6735,151.5997
91,3.4509,153.4803,3.4509,153.4803
92,3.3396,155.2161,3.3396,155.2161
93,3.1169,156.952,3.1169,156.952
94,2.8943,158.8326,2.8943,158.8326
95,2.5603,160.5685,2.5603,160.5685
96,2.3377,162.3044,2.3377,162.3044
97,2.2264,164.0403,2.2264,164.0403
98,2.0038,165.7761,2.0038,165.7761
99,1.7811,167.512,1.7811,167.512
100,1.5585,169.2479,1.5585,169.2479
101,1.2245,176.1915,1.2245,176.1915
102,1.4472,182.8457,1.4472,182.8457
103,1.7811,188.9214,1.7811,188.9214
104,1.6698,195.7203,1.6698,195.7203
105,0.8906,202.2299,0.8906,202.2299
106,0.4453,208.8842,0.4453,208.8842
107,4.3415,210.9094,4.3415,210.9094
108,11.9112,210.4754,11.9112,210.4754
109,19.0356,210.0415,19.0356,210.0415
110,26.1601,209.8968,26.1601,209.8968
111,33.6185,210.3308,33.6185,210.3308
112,41.4109,211.1987,41.4109,211.1987
113,48.5353,211.3434,48.5353,211.3434
114,56.3277,210.4754,56.3277,210.4754
115,63.7861,210.3308,63.7861,210.3308
116,70.7992,210.6201,70.7992,210.6201
117,78.1463,210.0415,78.1463,210.0415
