 ,5000.0,10000.0,15000.0,20000.0,25000.0,30000.0,35000.0,40000.0,45000.0
MTCSC,15.2,6.5,10.7,22.6,13.2,16.7,18.7,22.9,21.8
SCREEN,8.0,6.5,10.4,13.2,13.9,17.0,18.8,25.2,22.5
SpeedAcc,52.7,75.4,125.7,153.4,151.6,197.7,220.9,270.8,256.2
LsGreedy,8.4,6.0,11.8,18.1,21.2,32.1,40.0,50.8,48.2
EWMA,1.3,0.4,0.9,0.6,0.8,0.9,1.0,1.2,1.2
HTD,133.1,403.9,1363.4,2097.6,3027.4,5057.7,8466.1,12576.3,10806.1
