 ,5000.0,10000.0,15000.0,20000.0,25000.0,30000.0,35000.0,40000.0,45000.0
My2,0.9034625629464257,1.1978417309596527,1.2383672328455966,1.2054873657945904,1.1745070752338678,1.1846173075481303,1.1625381379344302,1.1713899525860096,1.199108890918127
MTCSC,0.9188209056871189,1.2126601617299375,1.2534992833607088,1.2206991144415835,1.1899958363605836,1.1995882171905548,1.1775134095157598,1.1862467633817593,1.2139124860551969
MTCSC-Uni,0.9194893179311178,1.2128627226501885,1.253946838781155,1.2216258624800136,1.1902652111923675,1.2001971992743976,1.1782129801345038,1.1867092080043273,1.2142477408555414
SCREEN,1.0151797357233512,1.3114430418197134,1.351315993231258,1.3189173395967912,1.2872240922137332,1.2976953423492934,1.2761978037455806,1.2857826562728996,1.3125367705489834
SpeedAcc,1.0025846788519768,1.299665848912463,1.3399819320013056,1.3080335436249269,1.2757978393879035,1.2948614951986293,1.2650830782488238,1.2816405646504017,1.303896359316981
LsGreedy,0.9155752938990492,1.2076471835421043,1.2483294778449945,1.2154584887558941,1.1846003260068212,1.1939947317058643,1.1722419453454116,1.180887532171433,1.2086188336074846
EWMA,2.074364562792809,2.6661271741937234,2.795284366544186,2.7137188430378765,2.6212049311745678,2.629537066044415,2.5636184314541284,2.582144094659488,2.617378076444269
HTD,3.855411477148835E-5,2.3375209280021662E-4,1.4408975213933968E-4,1.1447620963168294E-4,8.045788891607601E-5,5.817674450963712E-5,6.722696528431908E-5,9.949161323326797E-5,7.713067998644338E-5
RCSWS,0.9826596294914,1.2772289288939511,1.3280169431390099,1.2918175070783757,1.259067568452884,1.2657226854948096,1.2416901090184924,1.2506487363509948,1.2780739179197431
