 ,1.0,2.0,4.0,8.0,16.0,32.0
MTCSC-C,0.016476606831046896,0.006053265451548753,0.04743318531121295,0.14972150635753712,0.2438498055063251,0.3179859776848188
MTCSC-G,0.015625274853333336,0.00592296358959022,0.043243240637929024,0.14670109616985025,0.23682145449746997,0.3034991655842976
MTCSC-L,0.015625274853333336,0.00592296358959022,0.043243240637929024,0.14677917633923507,0.23682145449746997,0.3040423152918615
