 ,1.0,2.0,4.0,8.0,16.0,32.0
MTCSC-C,0.23309764818278386,0.39492244091077844,0.47275500478932636,0.3245498627728997,0.22442688071569128,0.35841275319415045
MTCSC-G,0.2306867189083101,0.3940370706606169,0.45855076924577104,0.3636433869049937,0.31888054560000384,0.33672562063712774
MTCSC-L,0.2306867189083101,0.3940370706606169,0.45855076924577104,0.36348796424201996,0.31888054560000384,0.3732213453885836
