 ,1.0,2.0,4.0,8.0,16.0,32.0
MTCSC-C,0.07906274160790192,0.1084847246360916,0.13809563827862192,0.18204663085119482,0.22388264002518019,0.32128522683454525
MTCSC-G,0.07554093914662582,0.1185137303257067,0.17633731111512407,0.15298357452543504,0.2061248456470508,0.2982984991592178
MTCSC-L,0.07776643443652984,0.12168905385341393,0.17806198018034478,0.17367979710852713,0.2330128528340615,0.33369756300719816
