 ,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275
MTCSC,16.6,12.5,9.4,7.2,6.6,7.9,8.5,12.4,9.1,9.3
MTCSC-Uni,11.5,6.1,4.9,4.9,5,6.2,6.9,7.9,6.2,6.6
SCREEN,15.2,9.2,14.7,16.5,13.2,14.3,19.9,15.1,15.5,14.2
SpeedAcc,192.7,171.6,225,233.7,221.2,235.3,275.6,257.6,227.9,217.9
LsGreedy,4.8,4.1,7.8,10,11.4,15.6,16.1,10.1,4.4,1.7
EWMA,0.5,0.1,0,0.2,0.1,0.2,0.1,0.1,0.3,0.1
HTD,195.1,179.1,254.2,269.6,273.9,327.6,431,452.7,456.5,483.6
